,case_date,charges_f,charges_m,ucr,offense_type,charges_fm
1121,2018-09-01,62.0,591,{'charge_slug': '54-retail-theft'},retail theft,653.0
1122,2018-09-01,76.0,149,{'charge_slug': '58-theft-from-building'},theft from building,225.0
1123,2018-09-01,0.0,69,{'charge_slug': '50-theft-of-lost-or-mislaid-property'},theft of lost or mislaid property,69.0
1124,2018-09-01,0.0,0,{'charge_slug': '59-theft-from-coin-operated-machine-or-device'},theft from coin operated machine or device,0.0
1125,2018-10-01,0.0,0,{'charge_slug': '59-theft-from-coin-operated-machine-or-device'},theft from coin operated machine or device,0.0
1126,2018-10-01,0.0,40,{'charge_slug': '50-theft-of-lost-or-mislaid-property'},theft of lost or mislaid property,40.0
1127,2018-10-01,76.0,693,{'charge_slug': '54-retail-theft'},retail theft,769.0
1128,2018-10-01,,0,{'charge_slug': '55-delivery-container-theft'},delivery container theft,
1129,2018-10-01,48.0,123,{'charge_slug': '58-theft-from-building'},theft from building,171.0
1130,2018-11-01,0.0,0,{'charge_slug': '59-theft-from-coin-operated-machine-or-device'},theft from coin operated machine or device,0.0
1131,2018-11-01,47.0,113,{'charge_slug': '58-theft-from-building'},theft from building,160.0
1132,2018-11-01,60.0,553,{'charge_slug': '54-retail-theft'},retail theft,613.0
1133,2018-11-01,,0,{'charge_slug': '55-delivery-container-theft'},delivery container theft,
1134,2018-11-01,0.0,29,{'charge_slug': '50-theft-of-lost-or-mislaid-property'},theft of lost or mislaid property,29.0
1135,2018-12-01,,0,{'charge_slug': '55-delivery-container-theft'},delivery container theft,
1136,2018-12-01,69.0,430,{'charge_slug': '54-retail-theft'},retail theft,499.0
1137,2018-12-01,0.0,0,{'charge_slug': '59-theft-from-coin-operated-machine-or-device'},theft from coin operated machine or device,0.0
1138,2018-12-01,48.0,81,{'charge_slug': '58-theft-from-building'},theft from building,129.0
1139,2018-12-01,0.0,18,{'charge_slug': '50-theft-of-lost-or-mislaid-property'},theft of lost or mislaid property,18.0
